"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","4","3","-0.8062286726834876","0.1661348528296985"
"20","8","6","6","-0.8133579732775111","0.10211201169460617"
"30","11","9","10","-0.7732858076454155","0.2741080559016032"
"40","15","12","13","-0.78093789239922","0.24047971734338208"
"50","21","13","16","-0.7863401059422032","0.18537037497475942"
"60","23","16","21","-0.06370813940664767","0.1644233325430609"
"70","27","18","25","-0.8322876523335782","0.007440762886343141"
"80","32","20","28","-0.8006931335821488","0.16626442909885988"
"90","35","26","29","-0.4143863419421643","0.5476229750421957"
"100","36","29","35","-0.5966378422212861","0.5062164279105135"
