"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","4","3","-0.5066571173892495","0.378450794178346"
"20","8","6","6","-0.407841745279121","0.44106152894896"
"30","10","8","12","-0.43198842404955656","0.4974296108549598"
"40","15","9","16","-0.2812173775128463","0.5120936254211351"
"50","19","10","21","-0.5530966955912033","0.31833688187550924"
"60","22","13","25","-0.6012674407872066","0.19104460588768815"
"70","26","15","29","-0.6091718007894462","0.18779931126067503"
"80","30","17","33","-0.49375772161923775","0.363720337198269"
"90","34","20","36","-0.34328935978246394","0.45300544013188215"
"100","37","22","41","-0.6079024989755336","0.19405345848748146"
