"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","6","0","-0.0018851259157163236","0.6876375394901597"
"20","8","7","5","0.006969622170774308","0.514342205584445"
"30","9","7","14","-0.20985825246068138","0.4862651771375262"
"40","15","9","16","-0.6214030261440673","0.04308897118389079"
"50","20","9","21","-0.6185138349506624","0.05864983799529954"
"60","25","11","24","-0.6216935713972811","0.042533368138152464"
"70","31","12","27","-0.6223487532080157","0.041401784968275596"
"80","35","12","33","-0.47785502310200706","0.37616341369173084"
"90","40","14","36","-0.5357605895174934","0.3024751231208377"
"100","46","15","39","-0.5974684927096773","0.18769051426338515"
