"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","2","3","5","0.0850460472906853","0.10180009748919124"
"20","3","8","9","-0.5953537513849354","0.41595731364415994"
"30","8","11","11","-0.6094129055276797","0.20021805755331756"
"40","12","12","16","-0.531175352044725","0.3545497197178098"
"50","16","15","19","-0.6223483346352113","0.16601322429501564"
"60","22","16","22","-0.6241745688409636","0.14380404214649253"
"70","26","19","25","-0.2854085761038443","0.5244379696979653"
"80","28","21","31","-0.6184344291104351","0.1611330479666857"
"90","32","24","34","-0.6375893518167264","0.0074450781525811915"
"100","38","26","36","-0.6340140974768882","0.018122440905576045"
