"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","4","2","-0.4313378245862851","0.18666388453037733"
"20","9","5","6","-0.6217329380889992","0.1450023253514684"
"30","13","10","7","-0.6303371842163721","0.022163568275415685"
"40","18","14","8","-0.5904670483865512","0.22052315192085573"
"50","23","16","11","-0.630802899729498","0.039974328496815384"
"60","27","18","15","-0.536566772790037","0.3085779489539796"
"70","30","19","21","-0.618666852782697","0.04722210902823635"
"80","34","21","25","-0.6205350072545146","0.1504189619984398"
"90","38","24","28","-0.5989480011188042","0.20237099830551597"
"100","44","25","31","-0.6290007482535945","0.02652652164164144"
