"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","4","3","-0.5966331324307684","0.22358238762280194"
"20","6","4","10","-0.3876382740181876","0.4883965074471345"
"30","10","9","11","-0.5666740990468433","0.2905654541525813"
"40","14","13","13","-0.6277806281545649","0.059892574589305005"
"50","18","16","16","-0.5729394057255285","0.26760825340498556"
"60","25","17","18","-0.6307336113060552","0.04056027749066594"
"70","31","17","22","-0.6332349959746382","0.007457949293873789"
"80","35","18","27","-0.5433188367764282","0.32000341185127096"
"90","40","20","30","-0.6283933815763592","0.028482309909988002"
"100","44","20","36","-0.6042694073243338","0.1877009802172702"
