"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","-0.664124253859162","0.055697651274150675"
"20","7","6","7","-0.6326807420573106","0.14633548955528264"
"30","12","7","11","-0.577022568484981","0.2787849621711328"
"40","17","9","14","-0.6251459196296174","0.09939009531145108"
"50","22","9","19","-0.5985849206167256","0.22946329117410735"
"60","26","13","21","-0.5941820522331482","0.2106091247525873"
"70","33","13","24","-0.6336704532996593","0.039847925200291935"
"80","35","13","32","-0.62041424843488","0.15411795892482327"
"90","43","13","34","-0.625051219125947","0.08136416386842323"
"100","47","18","35","-0.5702345180270596","0.29785201532684646"
