"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","5","1","4","-0.6110116358642149","0.18483930581819968"
"20","7","5","8","-0.5978454565501619","0.18838642007688128"
"30","10","10","10","-0.47159283672011115","0.44911944920255686"
"40","13","13","14","-0.505222594897259","0.382660073079779"
"50","15","17","18","-0.30379644541036194","0.6029978131988029"
"60","20","18","22","-0.4678463367105565","0.40654336922925505"
"70","25","21","24","-0.44008627182363785","0.4769968413223378"
"80","30","21","29","-0.5590353755897476","0.32779490029489033"
"90","34","22","34","-0.36270432625051646","0.5490219834930078"
"100","38","25","37","-0.49694976809881347","0.3762250502093061"
