"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","1","6","-0.630358946631373","0.022158776235182788"
"20","7","4","9","-0.6301471361865612","0.04129115581746678"
"30","11","6","13","-0.6323383895211575","0.012871205601868262"
"40","16","8","16","-0.9969929350464374","0.23180913320415383"
"50","18","12","20","-0.97732126303195","0.2841707598362008"
"60","18","16","26","-0.6979875372626962","0.6164385276500856"
"70","20","17","33","-0.9078407565692033","0.38958078139383767"
"80","23","21","36","-0.9087836142023779","0.38942989606816336"
"90","25","26","39","-0.6341945105377187","0.6329129604712599"
"100","25","31","44","-0.4066374580988376","0.7000735073847147"
