"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","-0.8189510921189321","0.04396305479727048"
"20","7","6","7","-0.7579344661080407","0.27241731208599645"
"30","13","6","11","-0.8278541194750575","0.023248072692740283"
"40","16","9","15","-0.5724023429320767","0.4539656248592847"
"50","19","9","22","-0.7226424042454918","0.3442651831292026"
"60","23","11","26","-0.7906196996348079","0.20466357305928481"
"70","27","15","28","-0.7958351118744096","0.18316629989584482"
"80","29","16","35","-0.7437366120644688","0.3409653432312493"
"90","36","17","37","-0.8169650917257464","0.04700688208051422"
"100","40","20","40","-0.8019328558874704","0.19637554470010635"
