"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","2","5","-0.629394287320473","0.02550843823034546"
"20","8","2","10","-0.5623851155203671","0.40124382908462114"
"30","9","6","15","-0.44457199233424716","0.5192954253915207"
"40","11","10","19","-0.347226022309259","0.5891715323717248"
"50","12","13","25","-0.2468168727488789","0.6359959108061197"
"60","15","15","30","-0.1846061209355823","0.6787261302866046"
"70","19","18","33","-0.12272823036368706","0.7202064893703287"
"80","21","20","39","-0.016240258419552546","0.7182899292210299"
"90","24","23","43","-0.01057366302961138","0.7173976969575149"
"100","26","26","48","0.027625912854826858","0.7108242111311444"
