"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","1","6","-0.29834428419231","0.4965413805830151"
"20","7","3","10","-0.6876301343005735","0.2062856655890548"
"30","10","4","16","-0.38297561604528196","0.3884678086744258"
"40","13","5","22","-0.8248886692699865","0.08646432740019087"
"50","17","7","26","-0.8029521558435109","0.11691704170711814"
"60","24","7","29","-0.8214262927288078","0.04277949820635137"
"70","28","9","33","-0.8150959742734042","0.12677780778245798"
"80","32","13","35","-0.7574696296280505","0.2917649602728403"
"90","36","15","39","-0.794829617496808","0.18772475857002638"
"100","40","18","42","-0.814898426150332","0.14986925629329947"
