"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","0.02643453236902021","0.2029717478880886"
"20","9","4","7","-0.6003218736335486","0.22731174899546758"
"30","16","6","8","-0.6203921980888377","0.04469364872847826"
"40","20","8","12","-0.5929666641506236","0.22184118390263077"
"50","25","10","15","-0.6291311450569882","0.04319325864815498"
"60","28","12","20","-0.6298170861408371","0.04193199385696"
"70","30","14","26","-0.5810766128684077","0.22358230693413986"
"80","34","18","28","-0.5792531762939449","0.24041114254236323"
"90","40","18","32","-0.6294595329732406","0.042569490039515406"
"100","45","19","36","-0.6213377222311324","0.04309278989166209"
