"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","3","3","0.07902925913845783","0.6113604345984336"
"20","9","5","6","-0.5882135187290918","0.25422438157855265"
"30","10","8","12","-0.47464334468722297","0.3863570318764012"
"40","14","8","18","-0.6115626252684168","0.16585514365324866"
"50","20","10","20","-0.5940998175252737","0.2301524732477224"
"60","26","11","23","-0.6180203475118967","0.04818574866579696"
"70","32","11","27","-0.6193273240716161","0.0463260245883545"
"80","37","12","31","-0.6310043540668511","0.019584026693423243"
"90","42","15","33","-0.5593282364056066","0.25886655518798407"
"100","47","15","38","-0.584448318428606","0.2431261894165048"
