"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","0","7","-0.5602627975425171","0.41540569001587135"
"20","7","2","11","-0.6293993080367655","0.044674299127218334"
"30","13","5","12","-0.6036520147070491","0.13520225731602256"
"40","21","6","13","-0.598811705847882","0.19991238526801008"
"50","25","7","18","-0.344261915274384","0.5697582089276023"
"60","27","9","24","-0.21498729527446442","0.6167700658703769"
"70","35","10","25","-0.53906467640715","0.35855749080491217"
"80","39","13","28","-0.28791257997758607","0.4631052380191691"
"90","45","13","32","-0.6056098499210292","0.15749193917115478"
"100","51","13","36","-0.6297808408947531","0.024477706878508403"
