"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","0","3","7","0.4153083637080842","0.21549129023282804"
"20","0","4","16","0.4684723789819145","0.21944286682892097"
"30","0","11","19","0.46838836273512","0.21167516433307845"
"40","0","14","26","0.47036556285144054","0.20913592852640359"
"50","1","16","33","0.43374695035047306","0.27938020643701456"
"60","3","19","38","0.20128535522548174","0.5531946241493345"
"70","4","21","45","0.12312912822818745","0.5864935158875639"
"80","9","23","48","0.0033703619909444126","0.6227134052054828"
"90","12","24","54","-0.049962028876391694","0.6448193529422669"
"100","18","25","57","-0.16584492102335052","0.6517069092095849"
