"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","4","2","0.013523006883770172","0.4826895871520775"
"20","9","5","6","-0.6343576060206039","0.010520314308034512"
"30","13","6","11","-0.5528172796362056","0.3096871798367064"
"40","18","8","14","-0.4850717152913335","0.38098966827182995"
"50","25","11","14","-0.6307035850951214","0.041129076674269044"
"60","29","12","19","-0.5886605864141975","0.27881961669788174"
"70","34","12","24","-0.5847815145183193","0.24713198378421924"
"80","40","14","26","-0.4387526036119123","0.4892819281818739"
"90","44","15","31","-0.6332091526338308","0.010578493306419906"
"100","51","17","32","-0.5388513846462826","0.30378238718685535"
