"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","3","3","-0.6118131447178679","0.18300599529612976"
"20","9","3","8","-0.6307914535864246","0.028391130602334037"
"30","11","5","14","-0.5480465832194349","0.35247824934189964"
"40","15","9","16","-0.634401927194073","4.6524397046451486E-5"
"50","20","11","19","-0.5869597343118534","0.2139559211881708"
"60","21","14","25","-0.46759566598334523","0.4797951560980147"
"70","28","16","26","-0.6090198951050864","0.1180168695393198"
"80","33","19","28","-0.46116053116137895","0.4784797225487959"
"90","38","20","32","-0.6000789690005472","0.2027472724332699"
"100","44","20","36","-0.6065355431476306","0.20335269194508573"
