"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","2","5","-0.47333054358840493","0.3719161660911332"
"20","10","4","6","-0.6160769081826382","0.137924930641071"
"30","14","5","11","-0.5910096633755073","0.22775921844093386"
"40","20","6","14","-0.6296660108375935","0.02445588084874748"
"50","24","8","18","-0.5397530553337349","0.31583263816901647"
"60","30","10","20","-0.5342821547730952","0.3336571031165191"
"70","36","11","23","-0.5995028681704042","0.1768809658071725"
"80","41","11","28","-0.6323386368196092","0.012871539380337462"
"90","44","14","32","-0.6203392979008834","0.04469630109737863"
"100","47","18","35","-0.5540847643162101","0.2910856089055813"
