"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","4","2","-0.7590450236430049","0.26802697914506346"
"20","6","6","8","-0.8317499145897519","0.007497086459217204"
"30","13","7","10","-0.8188027450805639","0.04516738661054538"
"40","16","12","12","-0.8152845073923235","0.1481460976681092"
"50","21","13","16","-0.3026383810246781","0.23385070728093799"
"60","24","16","20","-0.7561044316588446","0.3041796272347401"
"70","25","18","27","-0.8191251781459791","0.044684790271282845"
"80","31","18","31","-0.7531501303892069","0.28253980554338115"
"90","37","19","34","-0.8191762787778047","0.0469712577266644"
"100","41","20","39","-0.8069839167876132","0.16561798456510965"
