"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","4","2","-0.6703364214803076","0.01672508616015989"
"20","7","7","6","-0.6077636971844949","0.18888655713990057"
"30","10","10","10","-0.5648593945557964","0.3207103738842963"
"40","16","10","14","-0.5966710859802491","0.19926929301068355"
"50","19","15","16","-0.5045500633321676","0.3817108899730872"
"60","25","18","17","0.17155500777991228","0.13677932597829562"
"70","30","19","21","-0.5718722809687101","0.27426375797545527"
"80","36","20","24","-0.6325444224183445","0.041228786945197514"
"90","40","23","27","-0.635483737679595","6.34990507198935E-5"
"100","44","25","31","-0.5879002048657483","0.2354396008611889"
