"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","5","1","-0.6366806460535176","0.09710919339977934"
"20","8","9","3","-0.6367683298969677","0.010475397193541677"
"30","10","11","9","-0.2799059441422283","0.5378729752532357"
"40","14","13","13","-0.5614458962040577","0.298602353771512"
"50","18","16","16","-0.5458420769506332","0.32538396044828843"
"60","24","19","17","-0.6072341473373393","0.17055597143467"
"70","27","22","21","-0.44112016340316956","0.5147075506782556"
"80","28","24","28","-0.27803050718063593","0.6609218543389319"
"90","34","25","31","-0.5671431646895341","0.3090990361849213"
"100","39","27","34","-0.5621097040971551","0.297303315429487"
