"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","1","4","5","0.09947815525975491","0.5473808803835349"
"20","2","7","11","-0.3613761761056949","0.5443967942364211"
"30","3","11","16","-0.09975551221070313","0.5652873331242758"
"40","3","15","22","0.22120807573448328","0.3970453908655949"
"50","6","19","25","-0.5213918032687649","0.5233179256896817"
"60","9","24","27","-0.7626707233871874","0.2914728467991983"
"70","10","27","33","-0.6117196783928553","0.5096224920418426"
"80","15","28","37","-0.7579734817270273","0.27031035142426396"
"90","17","33","40","-0.6627178762883915","0.46238003092029806"
"100","20","36","44","-0.7953526205124457","0.2321906928277997"
