"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","0","6","-0.3207644892981149","0.4681201009974407"
"20","9","2","9","-0.5681233070833823","0.2913831783617072"
"30","13","4","13","-0.6302452652309429","0.04125330986312101"
"40","16","7","17","-0.6185343554266882","0.058634401659140065"
"50","25","8","17","-0.6100577162445238","0.18943373140000008"
"60","33","9","18","-0.6029132875205606","0.16833152360128995"
"70","36","13","21","-0.5954621254875829","0.21225305940082964"
"80","41","15","24","-0.5767132715414479","0.22821544362096663"
"90","46","17","27","-0.5779857153570716","0.24322090887812262"
"100","53","17","30","-0.6193383005962977","0.04623308825946672"
