"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","6","4","0","-0.6302204167570319","0.041273610808146725"
"20","9","7","4","-0.5537542645138773","0.3152505428868487"
"30","15","8","7","-0.6271020028333899","0.04667260124521355"
"40","18","10","12","-0.4025264873018923","0.39439268017553664"
"50","23","14","13","-0.6310100515325698","0.019583920813159076"
"60","30","15","15","-0.6283333546389509","0.028441631743944585"
"70","35","18","17","-0.6059998980267263","0.16008723050274268"
"80","39","21","20","-0.5930300900556549","0.21165343146542506"
"90","44","24","22","-0.6177510754373332","0.05957119384963869"
"100","47","25","28","-0.5693210734962547","0.2632674759651727"
