"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","5","2","3","-0.4720398446826945","0.4469934103726224"
"20","10","6","4","-0.6222207713448988","0.13469938862082026"
"30","15","7","8","-0.6110724523661459","0.18045115069386822"
"40","17","8","15","-0.6298013389646457","0.04193484959010006"
"50","24","10","16","-0.6196689735583139","0.04573004411292773"
"60","28","11","21","-0.6077027889171418","0.15149005607317934"
"70","30","15","25","-0.5798103844213633","0.24793316013392513"
"80","31","17","32","-0.5514522687832889","0.3059746788677018"
"90","37","21","32","-0.6300017537776421","0.023333596062055696"
"100","38","23","39","-0.5061013993255908","0.3640365768224511"
