"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","5","1","-0.6356053686336912","0.007458971930143937"
"20","9","8","3","-0.6160883248133562","0.12137390508897486"
"30","13","12","5","-0.6313898633656915","0.02089790190491227"
"40","17","14","9","-0.6236505517425582","0.12484373211408344"
"50","20","19","11","-0.4553754433241707","0.47540598514026167"
"60","22","24","14","-0.20498845093235635","0.6686603015437322"
"70","25","27","18","0.11919081075751499","0.56577021678528"
"80","31","27","22","0.13248570757104758","0.5435130449185284"
"90","35","28","27","-0.4726962333816254","0.46100948558032423"
"100","40","30","30","-0.5758301490752493","0.27637749359841546"
