"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","1","2","7","0.38015343926300377","0.4285985535748248"
"20","4","5","11","-0.5674930101475543","0.4066265768624499"
"30","9","8","13","-0.4847738539798077","0.3874914326954086"
"40","12","13","15","-0.5173999273703335","0.4276217304984764"
"50","18","15","17","-0.6341283421396614","0.007446202574285258"
"60","27","15","18","-0.6113503955938742","0.16103723595735356"
"70","32","17","21","-0.4402186326107535","0.4738360833735451"
"80","38","18","24","-0.6309464162760907","0.040419806676013935"
"90","40","21","29","-0.49187687832838717","0.3787842886721224"
"100","46","22","32","-0.604657925868448","0.15404884956793463"
