"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","4","3","-0.6107689375178059","0.18994476231732568"
"20","6","7","7","-0.4810972202742361","0.4218528048508331"
"30","7","10","13","-0.6350580198928394","0.04018693459344088"
"40","9","14","17","-0.5883956194058789","0.2741961510380237"
"50","15","16","19","-0.45309342568651517","0.4642196030914033"
"60","21","18","21","-0.6154621936939778","0.1769506046689432"
"70","25","20","25","-0.6137095802701448","0.1831694189449809"
"80","27","23","30","-0.4845405289339129","0.4421516712060959"
"90","32","23","35","-0.6090949763041266","0.17623788496986922"
"100","37","25","38","-0.6330026515716619","0.014896679182240337"
