"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","2","5","-0.6292098866796573","0.026518586863957454"
"20","6","4","10","-0.48099240660337667","0.4256342292561279"
"30","10","4","16","-0.4680048945798672","0.433822466495916"
"40","13","6","21","-0.5168955781600834","0.3536484160052032"
"50","17","8","25","-0.5873255541098324","0.2170660594709138"
"60","22","10","28","-0.5712617723657993","0.2757106784188873"
"70","26","13","31","-0.5299185345578035","0.35321623837064814"
"80","31","15","34","-0.6106761793952652","0.14316614146558454"
"90","39","16","35","-0.6179961597972152","0.048307681931859886"
"100","45","17","38","-0.6209965034669206","0.043720351483912075"
