"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","8","0","2","-0.6238862387885363","0.12665116951524952"
"20","12","4","4","-0.5876445901270906","0.2668730852565782"
"30","17","5","8","-0.5337258770798382","0.3159581795845792"
"40","23","6","11","-0.6332200553618678","0.03044991716771839"
"50","26","10","14","-0.5156783020002398","0.37926851119464244"
"60","26","13","21","0.033627221730376425","0.5467139118148432"
"70","30","16","24","-0.631710589727559","0.04358518744592525"
"80","35","17","28","-0.5320021240326585","0.34226793214696444"
"90","37","21","32","-0.6051453725734992","0.19095626785381686"
"100","41","24","35","-0.6086003760577029","0.17967893582832645"
