"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","-0.5156414780396779","0.3615862505053694"
"20","5","2","13","-0.41478917964542267","0.4529421588435377"
"30","10","4","16","-0.4583827162783947","0.4421387760003406"
"40","16","5","19","-0.45181645555825234","0.49451773765263524"
"50","21","7","22","-0.3557545984984427","0.5725072528136996"
"60","25","8","27","-0.24854458288639897","0.6306257486490215"
"70","29","12","29","-0.15048144695958215","0.6630455304829765"
"80","35","14","31","-0.04621718847920231","0.6871503242636006"
"90","39","16","35","-0.6097079490005289","0.15475208322515985"
"100","43","19","38","-0.6296688776129689","0.024448523233708237"
