"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","-0.6302113777814191","0.3598706125840113"
"20","6","5","9","-0.5665165524577016","0.2784488735978537"
"30","13","6","11","-0.5931129605746974","0.20716586189705702"
"40","16","6","18","-0.5795439418450116","0.2643512662176187"
"50","22","7","21","-0.405840151417048","0.4456731481996045"
"60","27","11","22","-0.4272034402432564","0.46870840118105894"
"70","34","13","23","-0.49152823453239747","0.38571598116621164"
"80","37","15","28","-0.6234051741195149","0.13788031634374032"
"90","44","18","28","-0.6144404689089074","0.15593637309065309"
"100","46","23","31","-0.4039229805204349","0.5455763997613956"
