"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","2","5","-0.5488688012046151","0.3555727037976521"
"20","8","4","8","-0.5347390284266449","0.32236099800708556"
"30","13","5","12","-0.6326990507799662","0.010567139626681179"
"40","15","9","16","-0.6150014524441824","0.1617287175492871"
"50","19","13","18","-0.6291239188664984","0.043174821033133366"
"60","23","16","21","-0.6309905988800728","0.019597230982482193"
"70","30","19","21","-0.6206691447151562","0.04418914640760297"
"80","34","21","25","-0.6289691361102365","0.02665153619756283"
"90","37","24","29","-0.6220068513181414","0.041965475830895986"
"100","42","25","33","-0.6069785842385784","0.15184282453048997"
