"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","1","5","-0.39529151632362536","0.4493063184794724"
"20","6","3","11","-0.22642949446446867","0.5334340336435819"
"30","11","5","14","-0.5199321660555732","0.37234728083637986"
"40","15","9","16","-0.608046213852059","0.17748832074854304"
"50","21","10","19","-0.6330306925156912","0.007455149733039528"
"60","24","11","25","-0.5569675103378321","0.30128505076998274"
"70","30","12","28","-0.6298145479153193","0.04192938962988047"
"80","37","14","29","-0.6316767491022689","0.016610831007317733"
"90","41","18","31","-0.6320093012861618","0.014852295006844362"
"100","45","19","36","-0.6035171782657887","0.17168262140047913"
