"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","-0.5188587716935149","0.3843942025478915"
"20","8","5","7","-0.49479794172756564","0.4012564570445363"
"30","13","8","9","-0.17060736019705464","0.4579686112965764"
"40","18","11","11","-0.5583654476754861","0.3127148065147744"
"50","22","13","15","-0.3592262045458002","0.5417893436620527"
"60","26","15","19","-0.2524829431119708","0.5831508828491092"
"70","33","18","19","-0.39880055899617267","0.502441358953887"
"80","36","18","26","-0.4992367934952439","0.3904099833167095"
"90","41","20","29","-0.4139109643997667","0.4001705077046926"
"100","47","23","30","-0.5924877774375338","0.2442389234965118"
