"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","3","4","-0.615661716711914","0.1556062245229065"
"20","4","6","10","-0.49129410194044487","0.44136630803926663"
"30","10","7","13","-0.624032299274572","0.10442281517574542"
"40","12","12","16","-0.472252944447963","0.4765172256476216"
"50","14","13","23","-0.3511154956269823","0.5699606673889944"
"60","20","14","26","-0.604344296982478","0.2116032365405004"
"70","25","17","28","-0.6105134465618428","0.1873839552800892"
"80","29","19","32","-0.5296064562284525","0.36419282700277733"
"90","35","19","36","-0.6203805527768812","0.1343650253970176"
"100","40","22","38","-0.598975522615786","0.19641422116854393"
