"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","2","4","0.2566163093406143","0.12791095243047998"
"20","5","5","10","-0.5036282761248411","0.42650161370956446"
"30","10","5","15","-0.630021599571248","0.05762629842247169"
"40","16","8","16","-0.6002681126445408","0.19780380059893582"
"50","18","9","23","0.265197304778951","0.17140061990333158"
"60","24","11","25","-0.6331070772636205","0.028339545398351804"
"70","28","13","29","-0.6065683319928036","0.18127168898484275"
"80","31","16","33","-0.6212397481756218","0.14573238461012078"
"90","36","17","37","-0.4435738435028999","0.4432992704892384"
"100","37","19","44","0.09444764175297578","0.12855609896456704"
