"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","0","6","-0.6043208578115661","0.18045970079994814"
"20","7","3","10","-0.48541368460118023","0.419385348230291"
"30","12","6","12","-0.6211949677477581","0.13714393392649454"
"40","16","7","17","-0.6165918916695352","0.15902382573809262"
"50","22","9","19","-0.6124011139630865","0.1538054208693424"
"60","27","11","22","-0.5995403950046544","0.18517718488794527"
"70","30","13","27","-0.5991334520664888","0.20779312060138672"
"80","32","15","33","-0.5831520354812335","0.24110011725617622"
"90","37","16","37","-0.6286233370643045","0.027506720113417354"
"100","38","18","44","-0.5675389928194841","0.25280390813647896"
"110","41","21","48","-0.5851777094029006","0.20731098728930658"
"120","47","21","52","-0.6316589499638191","0.016586794445333675"
"130","51","21","58","-0.5934626864581604","0.1906296213495776"
"140","55","24","61","-0.6163120050279552","0.15893084725128698"
"150","59","25","66","-0.600131002359484","0.2016880471076559"
"160","66","26","68","-0.6194809756484265","0.15089546200741746"
"170","70","27","73","-0.6007841664531852","0.179150490371158"
"180","75","29","76","-0.6316572607643653","0.01659794844116374"
"190","76","31","83","-0.5208994883598239","0.3273454213215292"
"200","83","32","85","-0.6101394545337432","0.14236603601783257"
"210","88","34","88","-0.6313133656448352","0.018235379509912445"
"220","92","38","90","-0.547352474261507","0.3034696716529809"
"230","97","42","91","-0.6196669529661647","0.045735319843183596"
"240","102","43","95","-0.6195222099810193","0.15531576696351662"
"250","106","45","99","-0.6196368467371993","0.04584789180968978"
"260","109","46","105","-0.5782256522764035","0.24153782332096682"
"270","115","47","108","-0.5973536415516804","0.22856222468791257"
"280","121","47","112","-0.6296256752713708","0.02455944127446635"
"290","124","51","115","-0.5996611464551374","0.18657007436684692"
"300","128","56","116","-0.6267765924642329","0.04725138474442516"
"310","132","57","121","-0.6133049975933131","0.16321693594625747"
"320","137","62","121","-0.6216590560436616","0.04256560358197236"
"330","143","63","124","-0.6165664910884335","0.16297321828613773"
"340","146","64","130","-0.5993297551984683","0.20844691909867333"
"350","149","65","136","-0.5630782522328518","0.2768144939236409"
"360","154","65","141","-0.6323323008581854","0.012878237563872965"
"370","162","65","143","-0.5922368658232258","0.21993335523444774"
"380","165","67","148","-0.6123430187547161","0.1493076483486725"
"390","169","69","152","-0.5786346049635547","0.2274991668694233"
"400","175","72","153","-0.5807926826610382","0.2551941384431467"
"410","180","75","155","-0.6103689168281962","0.14164771176000188"
"420","185","76","159","-0.6196633242381494","0.045741648022844125"
"430","189","77","164","-0.6213326874707962","0.043084736630022206"
"440","192","79","169","-0.6041326769501766","0.1624857234799746"
"450","197","80","173","-0.6032662986298334","0.20008161444688713"
"460","202","82","176","-0.6292768992658772","0.025753971256624843"
"470","205","83","182","-0.5340251486123498","0.33837068081548"
"480","208","84","188","-0.5560739486049946","0.2911384430323753"
"490","214","86","190","-0.6066589412837785","0.1708195379124934"
"500","219","88","193","-0.6296472762648038","0.02453045139457183"
"510","225","89","196","-0.6199739181620275","0.04530499226731839"
"520","227","90","203","-0.5532624910537853","0.2949398461283373"
"530","230","91","209","-0.5527870035784592","0.2762265483741247"
"540","233","94","213","-0.5787209362419404","0.24148139763300405"
"550","236","97","217","-0.6205331671269262","0.15116178775506645"
"560","242","99","219","-0.6208644329827623","0.14469474807984095"
"570","244","104","222","-0.6064501952737773","0.17072681477950438"
"580","248","106","226","-0.6219979227382907","0.04197047246632258"
"590","252","109","229","-0.5765312365208916","0.2422802162273362"
"600","257","110","233","-0.5839567274588539","0.2556179278506954"
"610","259","113","238","-0.5734647995701149","0.2616693575263632"
"620","265","115","240","-0.6076693068198553","0.2052409086913767"
"630","270","118","242","-0.494802670538597","0.38266987442468753"
"640","277","120","243","-0.608533316339884","0.1891342754310743"
"650","281","123","246","-0.5924622786641963","0.2021887918936674"
"660","285","125","250","-0.6207251538576455","0.1433417810742802"
"670","289","127","254","-0.6283206817653747","0.02848200084695195"
"680","292","128","260","-0.5063972900083424","0.3255109377518258"
"690","299","128","263","-0.5998192870480267","0.20430284750644342"
"700","305","130","265","-0.6219982819287959","0.04196548910674355"
"710","310","133","267","-0.5665335064677063","0.2967826837204774"
"720","316","135","269","-0.5949462171254176","0.17595027274256594"
"730","322","135","273","-0.6044250825619443","0.1669843302249424"
"740","327","137","276","-0.5961439005663137","0.20447000870251192"
"750","330","140","280","-0.6316593933105807","0.01660557206425941"
"760","333","144","283","-0.4963825714445704","0.3668101963305028"
"770","337","147","286","-0.5878442436262267","0.22040210182430753"
"780","342","149","289","-0.6090548657125594","0.15785224294958766"
"790","343","151","296","-0.5900591735582216","0.2276860395568476"
"800","346","153","301","-0.5318390568247395","0.33229771083799237"
"810","349","155","306","-0.5760594967008358","0.2336349727036698"
"820","355","156","309","-0.620652657747393","0.04422243101705687"
"830","359","157","314","-0.6002064846452323","0.1678930595593474"
"840","366","158","316","-0.6309948433255517","0.019601746580754323"
"850","371","160","319","-0.6007925307587594","0.21420829300123706"
"860","376","162","322","-0.6011889738999084","0.203263915840072"
"870","378","164","328","-0.5186363568854987","0.34752189186749366"
"880","380","167","333","-0.5230713108676825","0.32536652920721465"
"890","383","171","336","-0.5802299394442415","0.22863287916738453"
"900","389","173","338","-0.5976486841695974","0.17416991199929605"
"910","394","175","341","-0.5878593784489403","0.2288597668636338"
"920","399","177","344","-0.621662026271212","0.14506295941209715"
"930","402","180","348","-0.5306708807562511","0.31979857262990086"
"940","407","182","351","-0.6050517911882705","0.1760292752794009"
"950","412","186","352","-0.6053323599216238","0.2046526874007724"
"960","418","187","355","-0.6090459840782175","0.14605766019351202"
"970","422","192","356","-0.6110527208203528","0.16063282423917996"
"980","424","194","362","-0.5331269363878511","0.32462501718678477"
"990","430","195","365","-0.6299970047508344","0.023348674210019914"
"1000","434","198","368","-0.5750624480692276","0.2518623393638861"
