"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","2","2","6","-0.5958043276059101","0.217399026586613"
"20","8","3","9","-0.5835300583646894","0.24247531255607643"
"30","11","3","16","-0.4533608238115796","0.35616503557554763"
"40","15","6","19","-0.6316562900784068","0.016595747351465705"
"50","15","9","26","-0.525849473131099","0.330049259315898"
"60","17","12","31","-0.5906815083205423","0.2389889717553916"
"70","20","14","36","-0.5595227715952936","0.26645797235202384"
"80","25","16","39","-0.6319973070287207","0.014849015894161488"
"90","30","20","40","-0.6158256781787659","0.1602204958742496"
"100","35","23","42","-0.6156305178085596","0.16346923281570144"
"110","38","24","48","-0.6057595686760106","0.15843148880625624"
"120","44","25","51","-0.6326618542825162","0.010524919657472058"
"130","48","25","57","-0.631316735304845","0.018157332206589025"
"140","51","28","61","-0.6291018640335232","0.04318637640512086"
"150","56","31","63","-0.5565649094105258","0.30195406881303277"
"160","62","31","67","-0.631663952426151","0.016587329394380797"
"170","67","34","69","-0.6141262239091864","0.1524090704124126"
"180","71","35","74","-0.5738206157721852","0.27662778831206236"
"190","73","37","80","-0.5908302116879107","0.2019468945581457"
"200","80","39","81","-0.632646878480636","0.010586215445067458"
"210","84","44","82","-0.595535424733488","0.20668537630013262"
"220","91","45","84","-0.633334008303645","3.672148605250579E-6"
"230","94","50","86","-0.6329978254369447","0.007453288198857374"
"240","99","53","88","-0.6193025601444012","0.13678206611207194"
"250","104","55","91","-0.6306497694768374","0.020950325472619283"
"260","110","57","93","-0.588862219463201","0.20785948756076128"
"270","115","58","97","-0.6316637996111333","0.016594489456329117"
"280","119","58","103","-0.597193806326975","0.18401824571130812"
"290","123","60","107","-0.6199914748785964","0.04524658624456688"
"300","129","62","109","-0.6206287833546082","0.14335663024920822"
"310","136","62","112","-0.6319964506168916","0.014862869751260397"
"320","140","64","116","-0.5825834169617209","0.20829751929419144"
"330","145","67","118","-0.5839141559701346","0.22468324512992396"
"340","150","68","122","-0.6319964361803533","0.014865562362179058"
"350","157","68","125","-0.6067905920169917","0.15943466963168015"
"360","159","71","130","-0.6326648384466237","0.01054317180871325"
"370","163","75","132","-0.5787269606651182","0.25766991890170377"
"380","170","76","134","-0.609010162724998","0.14809448947869552"
"390","174","80","136","-0.6037068369254946","0.15499039555991248"
"400","178","82","140","-0.6326659711843625","0.010522917048948907"
"410","184","83","143","-0.6274518542717755","0.046142155435927576"
"420","185","85","150","-0.5160664734096021","0.32124703761221163"
"430","188","86","156","-0.6326655498535064","0.010530088373341484"
"440","192","88","160","-0.6229987109861171","0.040198689384088306"
"450","199","90","161","-0.6296391325023283","0.02454082883175909"
"460","202","91","167","-0.5824554016573656","0.24519650410076338"
"470","205","92","173","-0.6289947328511762","0.02653842472231487"
"480","212","93","175","-0.6070210723027627","0.1602074383750924"
"490","217","96","177","-0.6196590677633195","0.0457538904797388"
"500","224","97","179","-0.5924107995658432","0.20770327184270926"
"510","226","100","184","-0.5330021508358305","0.27828614998859563"
"520","230","100","190","-0.5099739340331018","0.3650635976294717"
"530","232","101","197","-0.5831237885146372","0.2469771438831858"
"540","239","101","200","-0.6299921329324385","0.023359928169127128"
"550","243","103","204","-0.6075317819762042","0.1923054691444255"
"560","247","106","207","-0.5900656081152542","0.23478108425562816"
"570","251","109","210","-0.630660869548699","0.020931522738567764"
"580","254","112","214","-0.6306312985596434","0.021063482440792012"
"590","258","114","218","-0.592453208892346","0.19982748376122475"
"600","261","118","221","-0.6227308758095567","0.14450284898401364"
"610","267","120","223","-0.6174580434680759","0.059813501220323216"
"620","273","122","225","-0.6296527492048589","0.02450538510015568"
"630","276","124","230","-0.5892569870448422","0.20837656483254716"
"640","281","128","231","-0.5759976639267437","0.2605174483464563"
"650","288","128","234","-0.6333330555047524","1.1910167509072431E-6"
"660","292","131","237","-0.6299884281015791","0.023390394051114864"
"670","295","133","242","-0.5920649361096861","0.22730615566209825"
"680","299","135","246","-0.5905286904497801","0.20206617871226898"
"690","301","141","248","-0.5928626626616325","0.20765890920279143"
"700","306","143","251","-0.5900374278269289","0.201297331573452"
"710","310","145","255","-0.6152654714099463","0.15925351053392875"
"720","314","147","259","-0.6073202359701606","0.1508318311866239"
"730","315","150","265","-0.4484015525650283","0.3964411017916129"
"740","319","150","271","-0.5848622026791339","0.23977922084131592"
"750","324","150","276","-0.6306605701555288","0.020942496010366685"
"760","329","152","279","-0.6121863022853623","0.16509733878176183"
"770","334","154","282","-0.6157072406702667","0.15467129483058578"
"780","341","154","285","-0.6313262698554142","0.018177803603107796"
"790","346","156","288","-0.6313274185862564","0.018171061976988968"
"800","352","156","292","-0.6037392143369289","0.16630801991421765"
"810","354","160","296","-0.5603642763844369","0.29017422929854053"
"820","358","162","300","-0.5815969604255224","0.23753736079502297"
