"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","4","1","5","-0.5538404488402318","0.3495732331600272"
"20","9","4","7","-0.6334027096859512","8.443113618853908E-5"
"30","12","6","12","-0.5819627893064463","0.22062450412755527"
"40","18","10","12","-0.630801381891388","0.039968085586615014"
"50","23","11","16","-0.5922319439322106","0.19647661868636287"
"60","28","12","20","-0.6301296746743754","0.04129506930347578"
"70","33","14","23","-0.6196725941111","0.045718193625170885"
"80","36","18","26","-0.6080770562886274","0.1489213768624095"
"90","42","18","30","-0.620341519509297","0.04469338693296042"
"100","46","19","35","-0.6209898465287929","0.043646469983470854"
"110","48","20","42","-0.630992355179615","0.019586308686310085"
"120","54","21","45","-0.6176351047316652","0.15104293467894842"
"130","58","24","48","-0.611592712785116","0.18138774119440684"
"140","61","26","53","-0.5469080133759561","0.3156999490655204"
"150","67","27","56","-0.6315967741129708","0.01667492839269098"
"160","69","32","59","-0.5857285958759992","0.22223285098261303"
"170","77","32","61","-0.6319947458334425","0.014863495769196999"
"180","81","36","63","-0.6184337564733836","0.14803525401454454"
"190","87","37","66","-0.5753107962368081","0.24880699243664592"
"200","95","38","67","-0.6080488442300965","0.14607182265949284"
"210","103","40","67","-0.62098869256415","0.04368070527014029"
"220","106","42","72","-0.5819757573469593","0.22249599733674735"
"230","112","43","75","-0.6193148729132936","0.04629031034548706"
"240","117","46","77","-0.5973255229939289","0.19420024759854992"
"250","121","46","83","-0.6001757075434533","0.20128759443831126"
"260","125","49","86","-0.62198864173529","0.04201310966855488"
"270","131","50","89","-0.6123983103193252","0.17368703331861524"
"280","135","51","94","-0.6206614794020469","0.04418896984617907"
"290","139","53","98","-0.6323301909006693","0.012882473600720496"
"300","144","56","100","-0.6117110818263055","0.14318194965508535"
"310","149","57","104","-0.6323188922049416","0.012895850878578105"
"320","154","59","107","-0.6302379089030145","0.022357679796034608"
"330","160","61","109","-0.6237335429190122","0.13920828683478184"
"340","164","62","114","-0.631994321905565","0.014854000119243569"
"350","168","65","117","-0.6007652448374985","0.1542451431989999"
"360","172","67","121","-0.6174593155654392","0.05980916376421603"
"370","177","68","125","-0.6291115257615394","0.04319141654635706"
"380","183","69","128","-0.621087596877614","0.1344325647717863"
"390","189","70","131","-0.6073231812350368","0.1669438247429721"
"400","196","70","134","-0.6110447776886336","0.20116530005803335"
"410","200","71","139","-0.6333332451757967","5.693638465715214E-6"
"420","205","72","143","-0.632664147243137","0.010541223069487085"
"430","208","77","145","-0.5859295753169907","0.2478147466528963"
"440","210","79","151","-0.6319986799700332","0.014855247923730176"
"450","212","81","157","-0.5868616710587673","0.23879172216580044"
"460","216","86","158","-0.5725170499316272","0.2517202935553992"
"470","220","87","163","-0.6186648391029196","0.04722212972181842"
"480","226","90","164","-0.6029298805713189","0.20260880800931394"
"490","233","91","166","-0.5733289674745956","0.2632335227637215"
"500","239","92","169","-0.6179983699320476","0.16017467499849253"
"510","243","95","172","-0.6303248206377374","0.02217841849832209"
"520","248","98","174","-0.615793545778627","0.16167299805344928"
"530","253","98","179","-0.6158224289759069","0.06239773795675461"
"540","257","98","185","-0.6070878609763232","0.151457004231405"
"550","262","100","188","-0.629328988098715","0.025520045003264817"
"560","265","103","192","-0.6227178641037843","0.14450435119918567"
"570","270","104","196","-0.6081407077451221","0.17345144656729009"
"580","276","106","198","-0.5888497949068545","0.24335077618320314"
"590","280","108","202","-0.6157925506053658","0.16007738023969428"
"600","284","111","205","-0.6085233216428502","0.16207390368061014"
"610","288","113","209","-0.5779613660374353","0.2347912574688418"
"620","292","114","214","-0.6309952179581177","0.01959178434688945"
"630","296","117","217","-0.6009264941037232","0.20572735960552965"
"640","298","120","222","-0.6099276308938865","0.18364705895503466"
"650","302","122","226","-0.5613248742675944","0.26114479142023134"
"660","306","126","228","-0.603119390626713","0.1756158790397076"
"670","309","129","232","-0.5683659513544319","0.27623042847987134"
"680","314","131","235","-0.6227062480745493","0.1445013162833798"
