"Round","[Player TD]","[Player Random]","[Player Simple]","error","variance"
"10","3","2","5","-0.5095915566657732","0.4093338865973197"
"20","9","3","8","-0.535943331065959","0.3398932367552375"
"30","15","5","10","-0.5878337070749668","0.24267994688181999"
"40","19","8","13","-0.5614325241592307","0.2866343924559335"
"50","21","11","18","-0.6098762938581582","0.17991093706262476"
"60","24","12","24","-0.5477276375388105","0.30296789274917896"
"70","30","14","26","-0.6188971204012437","0.14185156614977526"
"80","36","16","28","-0.44190301525284875","0.4390718165690568"
"90","41","19","30","-0.5506020793287164","0.31748460991041544"
"100","47","22","31","-0.628696298322833","0.02750154144559872"
"110","50","24","36","-0.6070418465640771","0.18081656952694972"
"120","54","25","41","-0.6298240544900142","0.04193343608089448"
"130","60","26","44","-0.5707187141134181","0.27729010879428573"
"140","65","29","46","-0.6116031198161802","0.1424268233280057"
"150","71","30","49","-0.6015671349790069","0.19689216393746256"
"160","77","31","52","-0.6330179156040064","0.007492784392235314"
"170","78","33","59","-0.5332413534849575","0.31286463463020725"
"180","85","35","60","-0.620345936137435","0.04470946825768924"
"190","89","37","64","-0.6203215280822945","0.04478164790513031"
"200","94","39","67","-0.563007459034999","0.26141495100119805"
"210","97","42","71","-0.6000211911745332","0.1926997203290374"
"220","101","44","75","-0.6021210451148375","0.19640881925386697"
"230","105","46","79","-0.6167971251478107","0.06058573972594467"
"240","110","48","82","-0.5627601091106743","0.2589374960822004"
"250","117","49","84","-0.619986658339442","0.04529719748559512"
"260","122","50","88","-0.5791492578733528","0.23363550521842935"
"270","127","53","90","-0.5989083683110753","0.20197368217917355"
"280","133","56","91","-0.6193330271774341","0.15117528101744512"
"290","140","56","94","-0.6213325948633194","0.043110291845406434"
"300","142","59","99","-0.5748022306808753","0.24984498537428598"
"310","146","62","102","-0.6113145705981935","0.17320086798682108"
"320","148","64","108","-0.6094024280761599","0.1504175469740299"
"330","151","65","114","-0.6003944311804493","0.1765207487294968"
"340","156","67","117","-0.6173374425823104","0.04910404470418035"
"350","158","68","124","-0.6159241963911112","0.16478327906840778"
"360","164","69","127","-0.6011564200853474","0.1627456548020967"
"370","168","71","131","-0.6017126926261861","0.1511792968704186"
"380","172","72","136","-0.5857792459013181","0.219007775152808"
"390","175","73","142","-0.6193017825617357","0.13735779298061335"
"400","180","75","145","-0.6139310670888091","0.16664436041638797"
"410","188","75","147","-0.6210032087805764","0.043635329904555105"
"420","194","76","150","-0.6223357169107675","0.041392701079746595"
"430","196","81","153","-0.6176648308750511","0.15171555866042913"
"440","198","83","159","-0.5873526980004029","0.1979366836661559"
"450","203","84","163","-0.6203363956650453","0.0446989581901385"
"460","205","90","165","-0.5911199756934473","0.24630604401587422"
"470","207","93","170","-0.548100312452445","0.3238323437281845"
"480","209","96","175","-0.5288773957549957","0.32415622129866156"
"490","213","99","178","-0.6223289059897077","0.041432336825930956"
"500","217","100","183","-0.6089007086191798","0.18023958668681"
"510","223","101","186","-0.6187937138113424","0.058277664585859326"
"520","230","103","187","-0.6176679786078819","0.04864608903632543"
"530","236","106","188","-0.5980379417333599","0.17173470592005277"
"540","240","108","192","-0.6323359433913915","0.012872578134467596"
"550","245","111","194","-0.6018643954383368","0.20815934952371515"
"560","250","112","198","-0.601080550300529","0.19511803743155334"
"570","257","112","201","-0.6286642078481949","0.027515335122200592"
"580","262","113","205","-0.592890546113206","0.20119130578966246"
"590","265","114","211","-0.5846339285240519","0.25337590863664927"
"600","269","119","212","-0.621335372942487","0.0430861716674974"
"610","274","121","215","-0.6116299190458874","0.17294058921964586"
"620","281","122","217","-0.6165960017287653","0.15835921155306762"
"630","286","125","219","-0.6326673346175007","0.01052815682967714"
"640","291","128","221","-0.6174664104866394","0.05980057559947706"
"650","293","132","225","-0.5240689667018148","0.28117883603065563"
"660","298","133","229","-0.6083131326980526","0.16200359257850408"
"670","303","134","233","-0.6283292741554811","0.028448205267926713"
"680","305","137","238","-0.5875141782051042","0.22051901804262064"
"690","307","142","241","-0.6069898155692879","0.16247186191300106"
"700","311","145","244","-0.5586125966461285","0.2848260638680771"
"710","316","148","246","-0.629992231334347","0.023384346799210108"
"720","320","149","251","-0.6068658052099303","0.1626185944464595"
"730","322","151","257","-0.5359187731353424","0.31379135978586614"
"740","327","153","260","-0.6326693014372726","0.010530216929275422"
"750","334","153","263","-0.6319994135083786","0.0148619563884104"
"760","338","157","265","-0.5186112331250949","0.3495570572245907"
"770","342","160","268","-0.6201287867304314","0.05665900471437204"
"780","346","163","271","-0.5980549481198786","0.19508934788690424"
"790","351","164","275","-0.5934722597309646","0.21124740394853164"
"800","356","165","279","-0.6025330337748304","0.19984410338420916"
"810","358","166","286","-0.5230667851156747","0.3094510660193612"
"820","360","168","292","-0.6026789283744416","0.19365617196909346"
"830","364","170","296","-0.6225326155100432","0.04134588511711203"
"840","367","172","301","-0.5108537631980821","0.32943210440074044"
"850","371","175","304","-0.6333345925528198","3.630645037740628E-6"
"860","373","179","308","-0.5975110292089131","0.2076222357990389"
"870","375","180","315","-0.5296089146852241","0.32935637450396804"
"880","380","184","316","-0.5606579938470564","0.25714403860680796"
"890","386","185","319","-0.5866475187192277","0.2302538838778489"
"900","391","186","323","-0.6076788414251488","0.17649195028416004"
"910","393","189","328","-0.5858423265141699","0.2258952676649074"
"920","398","190","332","-0.6296576961299218","0.024488234645770938"
"930","404","191","335","-0.6043077895087381","0.16750063410635155"
"940","411","192","337","-0.6181201385762984","0.05906591481022079"
"950","414","198","338","-0.6149176527114265","0.16702655394061938"
"960","415","198","347","-0.5326874541945547","0.3253125574337159"
"970","420","199","351","-0.628962597054514","0.026702618992899583"
"980","426","201","353","-0.5743756885585927","0.2508187007680009"
"990","433","202","355","-0.6052007892899575","0.16305190137115405"
"1000","434","206","360","-0.5635492406213686","0.24398364252891758"
